day,current,phi,stage,stage_combined
1387,0.6963,0.4202553559835533,D,D
1388,0.6847,0.4118877587823703,D,D
1389,0.6791,0.4078482290990406,D,D
1390,0.6894,0.415278078338022,D,D
1391,0.681,0.4092187838130274,D,D
1392,0.7032,0.4252326336290846,D,D
1393,0.6888,0.4148452715862367,D,D
1394,0.6854,0.4123926999927865,D,D
1395,0.6905,0.4160715573829618,D,D
1396,0.6789,0.4077039601817787,D,D
1397,0.6825,0.4103008006924907,D,D
1398,0.7006,0.4233571377046815,D,D
1399,0.6864,0.4131140445790954,D,D
1400,0.6839,0.4113106831133231,D,D
1401,0.6972,0.4209045661112313,D,D
1402,0.7031,0.4251604991704536,D,D
1403,0.7,0.4229243309528961,D,D
1404,0.7028,0.424944095794561,D,D
1405,0.6895,0.4153502127966529,D,D
1406,0.6848,0.4119598932410012,D,D
1407,0.7089,0.4293442977710451,D,D
1408,0.6949,0.4192454735627208,D,D
1409,0.6961,0.4201110870662916,D,D
1410,0.7094,0.4297049700641996,D,D
1411,0.7039,0.4257375748395007,D,D
1412,0.7038,0.4256654403808699,D,D
1413,0.7181,0.4359806679650868,D,D
1414,0.6963,0.4202553559835533,D,D
1415,0.7095,0.4297771045228305,D,D
1416,0.7032,0.4252326336290846,D,D
1417,0.7056,0.4269638606362259,D,D
1418,0.7163,0.4346822477097309,D,D
1419,0.7088,0.4292721633124143,D,D
1420,0.7097,0.4299213734400923,D,D
1421,0.7146,0.4334559619130058,D,D
1422,0.7038,0.4256654403808699,D,D
1423,0.7007,0.4234292721633124,D,D
1424,0.6997,0.4227079275770035,D,D
1425,0.693,0.4178749188487339,D,D
1426,0.7258,0.4415350212796652,D,D
1427,0.7012,0.4237899444564668,D,D
1428,0.7089,0.4293442977710451,D,D
1429,0.7092,0.4295607011469379,D,D
1430,0.7145,0.4333838274543749,D,D
1431,0.7192,0.4367741470100266,D,D
1432,0.7203,0.4375676260549664,D,D
1433,0.7094,0.4297049700641996,D,D
1434,0.7134,0.4325903484094351,D,D
1435,0.7177,0.4356921301305633,D,D
1436,0.7141,0.4330952896198513,D,D
1437,0.7296,0.444276130707639,D,D
1438,0.7213,0.4382889706412753,D,D
1439,0.7239,0.4401644665656783,D,D
1440,0.724,0.4402366010243092,D,D
1441,0.7288,0.4436990550385919,D,D
1442,0.7215,0.4384332395585371,D,D
1443,0.7104,0.4304263146505085,D,D
1444,0.7246,0.4406694077760946,D,D
1445,0.7169,0.4351150544615162,D,D
1446,0.7185,0.4362692057996104,D,D
1447,0.7281,0.4431941138281756,D,D
1448,0.734,0.447450046887398,D,D
1449,0.725,0.4409579456106181,D,D
1450,0.7279,0.4430498449109138,D,D
1451,0.7398,0.4516338454879895,D,D
1452,0.7288,0.4436990550385919,D,D
1453,0.7483,0.457765274471615,D,D
1454,0.7327,0.4465122989251965,D,D
1455,0.7148,0.4336002308302675,D,D
1456,0.7356,0.4486041982254923,D,D
1457,0.7333,0.4469451056769818,D,D
1458,0.7412,0.4526437279088219,D,D
1459,0.737,0.4496140806463247,D,D
1460,0.7312,0.4454302820457331,D,D
1461,0.7231,0.4395873908966312,D,D
1462,0.732,0.4460073577147803,D,D
1463,0.7275,0.4427613070763904,D,D
1464,0.7303,0.4447810719180551,D,D
1465,0.7404,0.4520666522397749,D,D
1466,0.7497,0.4587751568924475,D,D
1467,0.7402,0.4519223833225131,D,D
1468,0.7282,0.4432662482868065,D,D
1469,0.742,0.4532208035778691,D,D
1470,0.7487,0.4580538123061386,D,D
1471,0.7349,0.4480992570150761,D,D
1472,0.7394,0.451345307653466,D,D
1473,0.7413,0.4527158623674528,D,D
1474,0.7356,0.4486041982254923,D,D
1475,0.7477,0.4573324677198297,D,D
1476,0.7422,0.4533650724951308,D,D
1477,0.7473,0.4570439298853061,D,D
1478,0.7375,0.4499747529394792,D,D
1479,0.7418,0.4530765346606073,D,D
1480,0.7518,0.4602899805236961,D,D
1481,0.7437,0.4544470893745942,D,D
1482,0.7612,0.4670706196349996,D,D
1483,0.7448,0.455240568419534,D,D
1484,0.7505,0.4593522325614945,D,D
1485,0.7569,0.4639688379138714,D,D
1486,0.7388,0.4509125009016807,D,D
1487,0.7367,0.449397677270432,D,D
1488,0.7393,0.4512731731948351,D,D
1489,0.7623,0.4678640986799393,D,D
1490,0.7485,0.4579095433888768,D,D
1491,0.7741,0.4763759647983841,D,D
1492,0.7498,0.4588472913510784,D,D
1493,0.7565,0.4636803000793478,D,D
1494,0.768,0.4719757628219,D,D
1495,0.7724,0.475149679001659,D,D
1496,0.7736,0.4760152925052296,D,D
1497,0.7674,0.4715429560701146,D,D
1498,0.7667,0.4710380148596985,D,D
1499,0.7639,0.4690182500180336,D,D
1500,0.7661,0.4706052081079131,D,D
1501,0.7562,0.4634638967034551,D,D
1502,0.7547,0.4623818798239919,D,D
1503,0.762,0.4676476953040467,D,D
1504,0.7613,0.4671427540936305,D,D
1505,0.7598,0.4660607372141672,D,D
1506,0.7697,0.4732020486186251,D,D
1507,0.7724,0.475149679001659,D,D
1508,0.7662,0.470677342566544,D,D
1509,0.778,0.4791892086849887,D,D
1510,0.7578,0.4646180480415494,D,D
1511,0.7661,0.4706052081079131,D,D
1512,0.7626,0.4680805020558319,D,D
1513,0.7541,0.4619490730722065,D,D
1514,0.7691,0.4727692418668398,D,D
1515,0.7695,0.4730577797013632,D,D
1516,0.7833,0.4830123349924258,D,D
1517,0.7769,0.478395729640049,D,D
1518,0.7644,0.469378922311188,D,D
1519,0.7881,0.4864747890067085,D,D
1520,0.7837,0.4833008728269493,D,D
1521,0.7793,0.4801269566471903,D,D
1522,0.7736,0.4760152925052296,D,D
1523,0.7684,0.4722643006564235,D,D
1524,0.7738,0.4761595614224915,D,D
1525,0.7862,0.4851042342927216,D,D
1526,0.7933,0.4902257808555146,D,D
1527,0.7913,0.4887830916828968,D,D
1528,0.7758,0.4776022505951092,D,D
1529,0.7714,0.4744283344153501,D,D
1530,0.7822,0.4822188559474861,D,D
1531,0.7677,0.4717593594460073,D,D
1532,0.7851,0.4843107552477818,D,D
1533,0.7821,0.4821467214888552,D,D
1534,0.7802,0.4807761667748683,D,D
1535,0.7719,0.4747890067085046,D,D
1536,0.7895,0.4874846714275408,D,D
1537,0.7819,0.4820024525715934,D,D
1538,0.7775,0.4788285363918343,D,D
1539,0.7646,0.4695231912284497,D,D
1540,0.7881,0.4864747890067085,D,D
1541,0.8032,0.4973670922599725,D,D
1542,0.803,0.4972228233427108,D,D
1543,0.7868,0.4855370410445069,D,D
1544,0.7863,0.4851763687513524,D,D
1545,0.7956,0.491884873404025,D,D
1546,0.7846,0.4839500829546273,D,D
1547,0.7957,0.4919570078626559,D,D
1548,0.8002,0.4952030585010459,D,D
1549,0.8046,0.4983769746808049,D,D
1550,0.7947,0.491235663276347,D,D
1551,0.7946,0.4911635288177161,D,D
1552,0.7899,0.4877732092620644,D,D
1553,0.7911,0.4886388227656351,D,D
1554,0.7966,0.4926062179903339,D,D
1555,0.8021,0.4965736132150328,D,D
1556,0.8072,0.500252470605208,F,F
1557,0.7942,0.4908749909831926,D,D
1558,0.8133,0.5046526725816922,F,F
1559,0.7999,0.4949866551251533,D,D
1560,0.8026,0.4969342855081872,D,D
1561,0.7975,0.4932554281180119,D,D
1562,0.7848,0.4840943518718892,D,D
1563,0.812,0.5037149246194907,F,F
1564,0.8116,0.5034263867849671,F,F
1565,0.8042,0.4980884368462814,D,D
1566,0.8077,0.5006131428983625,F,F
1567,0.812,0.5037149246194907,F,F
1568,0.7961,0.4922455456971795,D,D
1569,0.8051,0.4987376469739594,D,D
1570,0.8165,0.5069609752578806,F,F
1571,0.8008,0.4956358652528312,D,D
1572,0.8139,0.5050854793334775,F,F
1573,0.8015,0.4961408064632474,D,D
1574,0.8168,0.5071773786337733,F,F
1575,0.8135,0.504796941498954,F,F
1576,0.8016,0.4962129409218783,D,D
1577,0.8246,0.5128038664069826,F,F
1578,0.8101,0.5023443699055038,F,F
1579,0.8103,0.5024886388227656,F,F
1580,0.8191,0.5088364711822838,F,F
1581,0.8274,0.5148236312486475,F,F
1582,0.8108,0.50284931111592,F,F
1583,0.8202,0.5096299502272236,F,F
1584,0.8239,0.5122989251965663,F,F
1585,0.8267,0.5143186900382312,F,F
1586,0.8233,0.511866118444781,F,F
1587,0.8197,0.5092692779340691,F,F
1588,0.8168,0.5071773786337733,F,F
1589,0.8249,0.5130202697828752,F,F
1590,0.8163,0.5068167063406189,F,F
1591,0.8023,0.4967178821322945,D,D
1592,0.8299,0.5166269927144196,F,F
1593,0.8344,0.5198730433528096,F,F
1594,0.809,0.501550890860564,F,F
1595,0.8206,0.509918488061747,F,F
1596,0.8344,0.5198730433528096,F,F
1597,0.8466,0.5286734473057779,F,F
1598,0.8311,0.5174926062179902,F,F
1599,0.8258,0.5136694799105532,F,F
1600,0.8309,0.5173483373007285,F,F
1601,0.8441,0.5268700858400057,F,F
1602,0.8287,0.515761379210849,F,F
1603,0.8283,0.5154728413763254,F,F
1604,0.8315,0.5177811440525139,F,F
1605,0.8285,0.5156171102935873,F,F
1606,0.8379,0.5223977494048907,F,F
1607,0.8507,0.5316309601096444,F,F
1608,0.841,0.5246339176224482,F,F
1609,0.8372,0.5218928081944745,F,F
1610,0.8376,0.522181346028998,F,F
1611,0.8282,0.5154007069176946,F,F
1612,0.8485,0.5300440020197648,F,F
1613,0.8416,0.5250667243742335,F,F
1614,0.8415,0.5249945899156027,F,F
1615,0.8693,0.5450479694149895,F,F
1616,0.8469,0.5288898506816706,F,F
1617,0.8392,0.5233354973670922,F,F
1618,0.8426,0.5257880689605424,F,F
1619,0.8559,0.5353819519584505,F,F
1620,0.8484,0.5299718675611339,F,F
1621,0.8368,0.5216042703599509,F,F
1622,0.8564,0.535742624251605,F,F
1623,0.8445,0.5271586236745293,F,F
1624,0.8656,0.5423789944456466,F,F
1625,0.86,0.5383394647623169,F,F
1626,0.8485,0.5300440020197648,F,F
1627,0.8631,0.5405756329798744,F,F
1628,0.8542,0.5341556661617254,F,F
1629,0.8612,0.5392050782658876,F,F
1630,0.859,0.537618120176008,F,F
1631,0.8492,0.530548943230181,F,F
1632,0.8516,0.5322801702373223,F,F
1633,0.8657,0.5424511289042775,F,F
1634,0.8556,0.5351655485825578,F,F
1635,0.8558,0.5353098174998197,F,F
1636,0.8521,0.5326408425304767,F,F
1637,0.8639,0.5411527086489215,F,F
1638,0.8778,0.551179398398615,F,F
1639,0.8535,0.5336507249513092,F,F
1640,0.8631,0.5405756329798744,F,F
1641,0.8749,0.5490874990983192,F,F
1642,0.8638,0.5410805741902907,F,F
1643,0.8688,0.5446872971218351,F,F
1644,0.8575,0.5365361032965448,F,F
1645,0.8702,0.5456971795426675,F,F
1646,0.866,0.5426675322801702,F,F
1647,0.8762,0.5500252470605207,F,F
1648,0.8786,0.5517564740676622,F,F
1649,0.8905,0.5603404746447377,F,F
1650,0.8752,0.5493039024742119,F,F
1651,0.874,0.5484382889706412,F,F
1652,0.8737,0.5482218855947486,F,F
1653,0.8701,0.5456250450840365,F,F
1654,0.8764,0.5501695159777825,F,F
1655,0.8721,0.5470677342566543,F,F
1656,0.8766,0.5503137848950443,F,F
1657,0.8866,0.5575272307581332,F,F
1658,0.8688,0.5446872971218351,F,F
1659,0.8867,0.557599365216764,F,F
1660,0.8889,0.5591863233066435,F,F
1661,0.8783,0.5515400706917694,F,F
1662,0.863,0.5405034985212436,F,F
1663,0.8759,0.5498088436846281,F,F
1664,0.8919,0.5613503570655702,F,F
1665,0.8822,0.554353314578374,F,F
1666,0.8751,0.5492317680155809,F,F
1667,0.8799,0.5526942220298636,F,F
1668,0.8914,0.5609896847724157,F,F
1669,0.8899,0.5599076678929524,F,F
1670,0.8844,0.5559402726682535,F,F
1671,0.8841,0.555723869292361,F,F
1672,0.8847,0.5561566760441463,F,F
1673,0.8813,0.5537041044506961,F,F
1674,0.9024,0.5689244752218134,F,F
1675,0.8876,0.5582485753444419,F,F
1676,0.9007,0.5676981894250883,F,F
1677,0.904,0.5700786265599076,F,F
1678,0.9006,0.5676260549664573,F,F
1679,0.8899,0.5599076678929524,F,F
1680,0.8974,0.565317752290269,F,F
1681,0.8948,0.563442256365866,F,F
1682,0.8885,0.55889778547212,F,F
1683,0.8992,0.566616172545625,F,F
1684,0.8879,0.5584649787203346,F,F
1685,0.9077,0.5727476015292504,F,F
1686,0.8952,0.5637307942003895,F,F
1687,0.9014,0.5682031306355045,F,F
1688,0.9028,0.569213013056337,F,F
1689,0.8993,0.5666883070042559,F,F
1690,0.9068,0.5720983914015725,F,F
1691,0.8992,0.566616172545625,F,F
1692,0.9107,0.5749116352881771,F,F
1693,0.8938,0.5627209117795571,F,F
1694,0.9064,0.5718098535670489,F,F
1695,0.9217,0.5828464257375747,F,F
1696,0.899,0.5664719036283632,F,F
1697,0.9023,0.5688523407631825,F,F
1698,0.9127,0.5763543244607948,F,F
1699,0.9108,0.574983769746808,F,F
1700,0.913,0.5765707278366875,F,F
1701,0.9149,0.5779412825506745,F,F
1702,0.9169,0.5793839717232921,F,F
1703,0.9215,0.582702156820313,F,F
1704,0.9167,0.5792397028060303,F,F
1705,0.9123,0.5760657866262713,F,F
1706,0.9204,0.5819086777753733,F,F
1707,0.931,0.5895549303902474,F,F
1708,0.9156,0.5784462237610906,F,F
1709,0.9097,0.5741902907018682,F,F
1710,0.9271,0.5867416865036428,F,F
1711,0.9181,0.5802495852268629,F,F
1712,0.9025,0.5689966096804443,F,F
1713,0.9275,0.5870302243381663,F,F
1714,0.9172,0.5796003750991848,F,F
1715,0.9216,0.5827742912789439,F,F
1716,0.9258,0.5858039385414412,F,F
1717,0.9255,0.5855875351655485,F,F
1718,0.9304,0.5891221236384621,F,F
1719,0.9221,0.5831349635720984,F,F
1720,0.9305,0.5891942580970929,F,F
1721,0.9251,0.585298997331025,F,F
1722,0.9339,0.591646829690543,F,F
1723,0.9338,0.5915746952319122,F,F
1724,0.9222,0.5832070980307292,F,F
1725,0.9392,0.5954699559979802,F,F
1726,0.927,0.5866695520450119,F,F
1727,0.9386,0.5950371492461949,F,F
1728,0.9359,0.5930895188631609,F,F
1729,0.9485,0.6021784606506527,F,F
1730,0.9328,0.5908533506456033,F,F
1731,0.9326,0.5907090817283416,F,F
1732,0.9361,0.5932337877804227,F,F
1733,0.9346,0.5921517709009593,F,F
1734,0.9443,0.5991488133881555,F,F
1735,0.9258,0.5858039385414412,F,F
1736,0.9311,0.5896270648488783,F,F
1737,0.9318,0.5901320060592944,F,F
1738,0.9488,0.6023948640265454,F,F
1739,0.9557,0.6073721416720766,F,F
1740,0.942,0.597489720839645,F,F
1741,0.9423,0.5977061242155377,F,F
1742,0.9451,0.5997258890572026,F,F
1743,0.9546,0.6065786626271369,F,F
1744,0.9387,0.5951092837048257,F,F
1745,0.9489,0.6024669984851763,F,F
1746,0.9556,0.6073000072134458,F,F
1747,0.9527,0.60520810791315,F,F
1748,0.951,0.6039818221164249,F,F
1749,0.9583,0.6092476375964798,F,F
1750,0.9295,0.588472913510784,F,F
1751,0.9574,0.6085984274688018,F,F
1752,0.9476,0.6015292505229748,F,F
1753,0.939,0.5953256870807183,F,F
1754,0.9586,0.6094640409723725,F,F
1755,0.9663,0.6150183942869508,F,F
1756,0.9551,0.6069393349202913,F,F
1757,0.9646,0.6137921084902257,F,F
1758,0.9707,0.6181923104667099,F,F
1759,0.9692,0.6171102935872466,F,F
1760,0.9726,0.6195628651806968,F,F
1761,0.9663,0.6150183942869508,F,F
1762,0.9618,0.6117723436485608,F,F
1763,0.9492,0.6026834018610691,F,F
1764,0.9609,0.6111231335208829,F,F
1765,0.957,0.6083098896342782,F,F
1766,0.9819,0.6262713698333694,F,F
1767,0.964,0.6133593017384403,F,F
1768,0.9673,0.6157397388732597,F,F
1769,0.9715,0.618769386135757,F,F
1770,0.9683,0.6164610834595686,F,F
1771,0.9824,0.6266320421265238,F,F
1772,0.9647,0.6138642429488567,F,F
1773,0.9721,0.6192021928875423,F,F
1774,0.9654,0.6143691841592729,F,F
1775,0.9616,0.6116280747312991,F,F
1776,0.9681,0.6163168145423068,F,F
1777,0.9736,0.6202842097670057,F,F
1778,0.9713,0.6186251172184952,F,F
1779,0.9701,0.6177595037149245,F,F
1780,0.9652,0.6142249152420111,F,F
1781,0.9766,0.6224482435259323,F,F
1782,0.9661,0.614874125369689,F,F
1783,0.9851,0.6285796725095577,F,F
1784,0.9805,0.625261487412537,F,F
1785,0.969,0.6169660246699847,F,F
1786,0.9791,0.6242516049917045,F,F
1787,0.9764,0.6223039746086705,F,F
1788,0.9858,0.6290846137199739,F,F
1789,0.9949,0.6356488494553848,F,F
1790,0.97,0.6176873692562936,F,F
1791,0.9868,0.6298059583062828,F,F
1792,0.9854,0.6287960758854505,F,F
1793,0.9929,0.634206160282767,F,F
1794,0.9901,0.6321863954411021,F,F
1795,0.9833,0.6272812522542017,F,F
1796,0.9876,0.63038303397533,F,F
1797,0.9846,0.6282190002164033,F,F
1798,1.0005,0.6396883791387145,F,F
1799,0.9929,0.634206160282767,F,F
1800,1.0088,0.6456755392050781,F,F
